,player,card,time,age,round,game_id,text
1075,Orange,Rich Land,2020-04-29 18:46:03,I,2,7474996,Orange takes Rich Land in hand#Orange uses 1 civil action #
1076,Orange,Colossus,2020-04-29 18:45:16,I,2,7474996,Orange takes Colossus in hand#Orange uses 1 civil action #
1077,Grey,Cultural Heritage,2020-04-29 18:39:18,A,1,7474996,Grey takes Cultural Heritage in hand#Grey uses 1 civil action #
1078,Grey,Engineering Genius,2020-04-29 18:39:06,A,1,7474996,Grey takes Engineering Genius in hand#Grey uses 3 civil action #
1079,Grey,Hammurabi,2020-04-29 18:35:59,A,1,7474996,Grey takes Hammurabi in hand#Grey uses 3 civil action #
1080,Green,Rich Land,2020-04-29 18:23:42,A,1,7474996,Green takes Rich Land in hand#Green uses 1 civil action #
1081,Green,Urban Growth,2020-04-29 18:23:33,A,1,7474996,Green takes Urban Growth in hand#Green uses 1 civil action #
1082,Green,Aristotle,2020-04-29 18:23:21,A,1,7474996,Green takes Aristotle in hand#Green uses 1 civil action #
1083,Purple,Hanging Gardens,2020-04-29 18:02:52,A,1,7474996,Purple takes Hanging Gardens in hand#Purple uses 2 civil action #
1084,Orange,Homer,2020-04-29 17:57:53,A,1,7474996,Orange takes Homer in hand#Orange uses 1 civil action #
1085,Orange,Mechanized Agriculture,2020-05-16 19:03:28,IV,18,7475368,Orange takes Mechanized Agriculture in hand#Orange uses 1 civil action #
1086,Orange,Movies,2020-05-16 19:02:28,IV,18,7475368,Orange takes Movies in hand#Orange uses 1 civil action #
1087,Grey,Modern Infantry,2020-05-16 17:55:18,IV,17,7475368,Grey takes Modern Infantry in hand#Grey uses 1 civil action #
1088,Grey,Mechanized Agriculture,2020-05-16 17:53:09,IV,17,7475368,Grey takes Mechanized Agriculture in hand#Grey uses 1 civil action #
1089,Grey,Oil,2020-05-16 17:53:07,IV,17,7475368,Grey takes Oil in hand#Grey uses 1 civil action #
1090,Green,Hollywood,2020-05-16 14:09:32,IV,17,7475368,Green takes Hollywood in hand#Green uses 4 civil action #
1091,Purple,Reserves,2020-05-16 13:48:58,IV,17,7475368,Purple takes Reserves in hand#Purple uses 3 civil action #
1092,Purple,Efficient Upgrade,2020-05-16 13:48:44,IV,17,7475368,Purple takes Efficient Upgrade in hand#Purple uses 1 civil action #
1093,Orange,Democracy,2020-05-16 13:37:58,III,17,7475368,Orange takes Democracy in hand#Orange uses 1 civil action #
1094,Orange,Revolutionary Idea,2020-05-16 13:37:57,III,17,7475368,Orange takes Revolutionary Idea in hand#Orange uses 1 civil action #
1095,Orange,Multimedia,2020-05-16 13:36:13,III,17,7475368,Orange takes Multimedia in hand#Orange uses 1 civil action #
1096,Grey,Patriotism,2020-05-16 13:29:07,III,16,7475368,Grey takes Patriotism in hand#Grey uses 1 civil action #
1097,Grey,Reserves,2020-05-16 13:28:47,III,16,7475368,Grey takes Reserves in hand#Grey uses 1 civil action #
1098,Green,Engineering Genius,2020-05-16 12:52:25,III,16,7475368,Green takes Engineering Genius in hand#Green uses 1 civil action #
1099,Green,Computers,2020-05-16 12:49:27,III,16,7475368,Green takes Computers in hand#Green uses 1 civil action #
1100,Green,Rockets,2020-05-16 12:48:07,III,16,7475368,Green takes Rockets in hand#Green uses 1 civil action #
1101,Purple,Urban Growth,2020-05-16 12:22:33,III,16,7475368,Purple takes Urban Growth in hand#Purple uses 2 civil action #
1102,Purple,Engineering Genius,2020-05-16 12:22:19,III,16,7475368,Purple takes Engineering Genius in hand#Purple uses 2 civil action #
1103,Purple,Military Theory,2020-05-16 12:21:47,III,16,7475368,Purple takes Military Theory in hand#Purple uses 1 civil action #
1104,Purple,Air Forces,2020-05-16 12:20:27,III,16,7475368,Purple takes Air Forces in hand#Purple uses 1 civil action #
1105,Orange,Professional Sports,2020-05-16 11:10:06,III,16,7475368,Orange takes Professional Sports in hand#Orange uses 1 civil action #
1106,Grey,Endowment for the Arts,2020-05-16 10:59:02,III,15,7475368,Grey takes Endowment for the Arts in hand#Grey uses 2 civil action #
1107,Green,Multimedia,2020-05-16 10:00:38,III,15,7475368,Green takes Multimedia in hand#Green uses 1 civil action #
1108,Green,Revolutionary Idea,2020-05-16 09:59:52,III,15,7475368,Green takes Revolutionary Idea in hand#Green uses 1 civil action #
1109,Green,Movies,2020-05-16 09:58:45,III,15,7475368,Green takes Movies in hand#Green uses 1 civil action #
1110,Purple,Urban Growth,2020-05-16 09:51:24,III,15,7475368,Purple takes Urban Growth in hand#Purple uses 2 civil action #
1111,Purple,Movies,2020-05-16 09:50:50,III,15,7475368,Purple takes Movies in hand#Purple uses 1 civil action #
1112,Orange,Engineering,2020-05-15 20:27:24,III,15,7475368,Orange takes Engineering in hand#Orange uses 1 civil action #
1113,Orange,Albert Einstein,2020-05-15 20:26:37,III,15,7475368,Orange takes Albert Einstein in hand#Orange uses 1 civil action #
1114,Orange,Reserves,2020-05-15 20:26:35,III,15,7475368,Orange takes Reserves in hand#Orange uses 1 civil action #
1115,Grey,Winston Churchill,2020-05-15 19:34:16,III,14,7475368,Grey takes Winston Churchill in hand#Grey uses 2 civil action #
1116,Green,Military Build-Up,2020-05-15 18:02:23,III,14,7475368,Green takes Military Build-Up in hand#Green uses 1 civil action #
1117,Green,Satellites,2020-05-15 18:02:16,III,14,7475368,Green takes Satellites in hand#Green uses 1 civil action #
1118,Green,Bill Gates,2020-05-15 18:01:27,III,14,7475368,Green takes Bill Gates in hand#Green uses 1 civil action #
1119,Green,Democracy,2020-05-15 18:01:03,III,14,7475368,Green takes Democracy in hand#Green uses 2 civil action #
1120,Purple,Efficient Upgrade,2020-05-15 11:42:32,III,14,7475368,Purple takes Efficient Upgrade in hand#Purple uses 1 civil action #
1121,Purple,Tanks,2020-05-15 11:41:44,III,14,7475368,Purple takes Tanks in hand#Purple uses 1 civil action #
1122,Purple,Sid Meier,2020-05-15 11:41:02,III,14,7475368,Purple takes Sid Meier in hand#Purple uses 1 civil action #
1123,Orange,First Space Flight,2020-05-15 11:32:15,III,14,7475368,Orange takes First Space Flight in hand#Orange uses 3 civil action #
1124,Orange,Military Theory,2020-05-15 11:29:45,III,14,7475368,Orange takes Military Theory in hand#Orange uses 1 civil action #
1125,Orange,Air Forces,2020-05-15 11:29:39,III,14,7475368,Orange takes Air Forces in hand#Orange uses 1 civil action #
1126,Grey,Constitutional Monarchy,2020-05-15 11:27:46,III,13,7475368,Grey takes Constitutional Monarchy in hand#Grey uses 1 civil action #
1127,Grey,Tanks,2020-05-15 11:26:43,III,13,7475368,Grey takes Tanks in hand#Grey uses 1 civil action #
1128,Green,Selective Breeding,2020-05-15 11:13:00,III,13,7475368,Green takes Selective Breeding in hand#Green uses 1 civil action #
1129,Green,Selective Breeding,2020-05-15 11:11:34,III,13,7475368,Green takes Selective Breeding in hand#Green uses 1 civil action #
1130,Green,Opera,2020-05-15 11:11:29,III,13,7475368,Green takes Opera in hand#Green uses 1 civil action #
1131,Purple,Computers,2020-05-15 11:02:40,III,13,7475368,Purple takes Computers in hand#Purple uses 3 civil action #
1132,Purple,Reserves,2020-05-15 11:02:05,III,13,7475368,Purple takes Reserves in hand#Purple uses 1 civil action #
1133,Purple,Efficient Upgrade,2020-05-15 11:01:59,III,13,7475368,Purple takes Efficient Upgrade in hand#Purple uses 1 civil action #
1134,Purple,Breakthrough,2020-05-15 11:01:41,III,13,7475368,Purple takes Breakthrough in hand#Purple uses 1 civil action #
1135,Orange,Navigation,2020-05-15 10:52:35,III,13,7475368,Orange takes Navigation in hand#Orange uses 2 civil action #
1136,Grey,Journalism,2020-05-15 10:43:01,III,12,7475368,Grey takes Journalism in hand#Grey uses 2 civil action #
1137,Green,Rich Land,2020-05-15 10:24:51,II,12,7475368,Green takes Rich Land in hand#Green uses 1 civil action #
1138,Green,Transcontinental Railroad,2020-05-15 10:24:30,II,12,7475368,Green takes Transcontinental Railroad in hand#Green uses 3 civil action #
1139,Purple,Johannes Sebastian Bach,2020-05-14 22:07:37,II,12,7475368,Purple takes Johannes Sebastian Bach in hand#Purple uses 3 civil action #
1140,Orange,Reserves,2020-05-14 19:54:21,II,12,7475368,Orange takes Reserves in hand#Orange uses 3 civil action #
1141,Grey,Strategy,2020-05-14 17:43:23,II,11,7475368,Grey takes Strategy in hand#Grey uses 1 civil action #
1142,Green,Breakthrough,2020-05-14 16:27:27,II,11,7475368,Green takes Breakthrough in hand#Green uses 2 civil action #
1143,Green,Architecture,2020-05-14 16:27:19,II,11,7475368,Green takes Architecture in hand#Green uses 1 civil action #
1144,Green,Urban Growth,2020-05-14 16:27:16,II,11,7475368,Green takes Urban Growth in hand#Green uses 1 civil action #
1145,Purple,Opera,2020-05-14 15:22:14,II,11,7475368,Purple takes Opera in hand#Purple uses 2 civil action #
1146,Purple,Organized Religion,2020-05-14 15:22:09,II,11,7475368,Purple takes Organized Religion in hand#Purple uses 2 civil action #
1147,Purple,Selective Breeding,2020-05-14 15:21:57,II,11,7475368,Purple takes Selective Breeding in hand#Purple uses 1 civil action #
1148,Orange,Efficient Upgrade,2020-05-14 15:14:42,II,11,7475368,Orange takes Efficient Upgrade in hand#Orange uses 1 civil action #
1149,Orange,Urban Growth,2020-05-14 15:13:00,II,11,7475368,Orange takes Urban Growth in hand#Orange uses 1 civil action #
1150,Orange,Cavalrymen,2020-05-14 15:09:56,II,11,7475368,Orange takes Cavalrymen in hand#Orange uses 1 civil action #
1151,Orange,Isaac Newton,2020-05-14 15:08:02,II,11,7475368,Orange takes Isaac Newton in hand#Orange uses 2 civil action #
1152,Grey,Scientific Method,2020-05-14 14:55:54,II,10,7475368,Grey takes Scientific Method in hand#Grey uses 3 civil action #
1153,Grey,Revolutionary Idea,2020-05-14 14:54:35,II,10,7475368,Grey takes Revolutionary Idea in hand#Grey uses 1 civil action #
1154,Green,Scientific Method,2020-05-14 14:07:13,II,10,7475368,Green takes Scientific Method in hand#Green uses 1 civil action #
1155,Green,Maximillien Robespierre,2020-05-14 14:06:45,II,10,7475368,Green takes Maximillien Robespierre in hand#Green uses 3 civil action #
1156,Purple,Wave of Nationalism,2020-05-14 13:53:34,II,10,7475368,Purple takes Wave of Nationalism in hand#Purple uses 1 civil action #
1157,Purple,Eiffel Tower,2020-05-14 13:53:15,II,10,7475368,Purple takes Eiffel Tower in hand#Purple uses 2 civil action #
1158,Orange,Journalism,2020-05-14 13:00:41,II,10,7475368,Orange takes Journalism in hand#Orange uses 1 civil action #
1159,Orange,Ocean Liner,2020-05-14 12:58:42,II,10,7475368,Orange takes Ocean Liner in hand#Orange uses 2 civil action #
1160,Orange,Coal,2020-05-14 12:58:28,II,10,7475368,Orange takes Coal in hand#Orange uses 1 civil action #
1161,Grey,Architecture,2020-05-14 12:34:22,II,9,7475368,Grey takes Architecture in hand#Grey uses 2 civil action #
1162,Grey,Selective Breeding,2020-05-14 12:33:58,II,9,7475368,Grey takes Selective Breeding in hand#Grey uses 1 civil action #
1163,Green,Republic,2020-05-14 11:17:05,II,9,7475368,Green takes Republic in hand#Green uses 2 civil action #
1164,Green,Riflemen,2020-05-14 11:16:08,II,9,7475368,Green takes Riflemen in hand#Green uses 1 civil action #
1165,Purple,Riflemen,2020-05-13 22:11:24,II,9,7475368,Purple takes Riflemen in hand#Purple uses 1 civil action #
1166,Purple,Constitutional Monarchy,2020-05-13 22:10:48,II,9,7475368,Purple takes Constitutional Monarchy in hand#Purple uses 1 civil action #
1167,Orange,Patriotism,2020-05-13 14:17:19,II,9,7475368,Orange takes Patriotism in hand#Orange uses 2 civil action #
1168,Orange,Engineering Genius,2020-05-13 14:17:10,II,9,7475368,Orange takes Engineering Genius in hand#Orange uses 1 civil action #
1169,Grey,Coal,2020-05-13 13:59:29,II,8,7475368,Grey takes Coal in hand#Grey uses 2 civil action #
1170,Green,Knights,2020-05-13 12:12:54,II,8,7475368,Green takes Knights in hand#Green uses 1 civil action #
1171,Purple,Reserves,2020-05-12 17:13:29,II,8,7475368,Purple takes Reserves in hand#Purple uses 2 civil action #
1172,Purple,Reserves,2020-05-12 17:13:25,II,8,7475368,Purple takes Reserves in hand#Purple uses 1 civil action #
1173,Purple,Urban Growth,2020-05-12 17:13:21,II,8,7475368,Purple takes Urban Growth in hand#Purple uses 1 civil action #
1174,Orange,St. Peter's Basilica,2020-05-12 17:06:33,II,8,7475368,Orange takes St. Peter's Basilica in hand#Orange uses 2 civil action #
1175,Orange,Monarchy,2020-05-12 17:05:07,II,8,7475368,Orange takes Monarchy in hand#Orange uses 1 civil action #
1176,Grey,Rich Land,2020-05-12 17:00:07,I,7,7475368,Grey takes Rich Land in hand#Grey uses 1 civil action #
1177,Green,Irrigation,2020-05-12 16:51:31,I,7,7475368,Green takes Irrigation in hand#Green uses 1 civil action #
1178,Purple,Knights,2020-05-12 16:41:29,I,7,7475368,Purple takes Knights in hand#Purple uses 1 civil action #
1179,Purple,Theology,2020-05-12 16:40:58,I,7,7475368,Purple takes Theology in hand#Purple uses 2 civil action #
1180,Grey,Code of Laws,2020-05-12 15:44:04,I,6,7475368,Grey takes Code of Laws in hand#Grey uses 1 civil action #
1181,Grey,Universitas Carolina,2020-05-12 15:41:34,I,6,7475368,Grey takes Universitas Carolina in hand#Grey uses 2 civil action #
1182,Green,Knights,2020-05-12 15:29:22,I,6,7475368,Green takes Knights in hand#Green uses 1 civil action #
1183,Green,Christopher Columbus,2020-05-12 15:29:10,I,6,7475368,Green takes Christopher Columbus in hand#Green uses 1 civil action #
1184,Green,Christopher Columbus,2020-05-12 15:28:35,I,6,7475368,Green takes Christopher Columbus in hand#Green uses 1 civil action #
1185,Orange,Frugality,2020-05-12 15:15:16,I,6,7475368,Orange takes Frugality in hand#Orange uses 1 civil action #
1186,Orange,Swordsmen,2020-05-12 15:14:25,I,6,7475368,Orange takes Swordsmen in hand#Orange uses 1 civil action #
1187,Orange,Theology,2020-05-12 15:14:23,I,6,7475368,Orange takes Theology in hand#Orange uses 2 civil action #
1188,Grey,Printing Press,2020-05-12 14:59:34,I,5,7475368,Grey takes Printing Press in hand#Grey uses 1 civil action #
1189,Green,Iron,2020-05-12 14:35:26,I,5,7475368,Green takes Iron in hand#Green uses 1 civil action #
1190,Purple,Iron,2020-05-12 13:04:36,I,5,7475368,Purple takes Iron in hand#Purple uses 2 civil action #
1191,Purple,Swordsmen,2020-05-12 13:04:28,I,5,7475368,Purple takes Swordsmen in hand#Purple uses 1 civil action #
1192,Orange,Joan of Arc,2020-05-12 11:32:01,I,5,7475368,Orange takes Joan of Arc in hand#Orange uses 1 civil action #
1193,Orange,Swordsmen,2020-05-12 11:29:33,I,5,7475368,Orange takes Swordsmen in hand#Orange uses 2 civil action #
1194,Orange,Genghis Khan,2020-05-12 11:28:14,I,5,7475368,Orange takes Genghis Khan in hand#Orange uses 2 civil action #
1195,Orange,Drama,2020-05-12 11:28:00,I,5,7475368,Orange takes Drama in hand#Orange uses 1 civil action #
1196,Orange,Theocracy,2020-05-12 11:27:16,I,5,7475368,Orange takes Theocracy in hand#Orange uses 2 civil action #
1197,Orange,Code of Laws,2020-05-12 11:26:35,I,5,7475368,Orange takes Code of Laws in hand#Orange uses 1 civil action #
1198,Grey,Leonardo Da Vinci,2020-05-12 10:57:58,I,4,7475368,Grey takes Leonardo Da Vinci in hand#Grey uses 2 civil action #
1199,Green,Taj Mahal,2020-05-12 10:33:43,I,4,7475368,Green takes Taj Mahal in hand#Green uses 2 civil action #
1200,Purple,Patriotism,2020-05-12 10:27:57,I,4,7475368,Purple takes Patriotism in hand#Purple uses 1 civil action Purple uses 1 military action #
1201,Purple,Taj Mahal,2020-05-12 10:26:10,I,4,7475368,Purple takes Taj Mahal in hand#Purple uses 1 civil action Purple uses 1 military action #
1202,Purple,Frederick Barbarossa,2020-05-12 10:25:59,I,4,7475368,Purple takes Frederick Barbarossa in hand##
1203,Orange,Breakthrough,2020-05-12 10:23:18,I,4,7475368,Orange takes Breakthrough in hand#Orange uses 1 civil action #
1204,Orange,Drama,2020-05-12 10:22:16,I,4,7475368,Orange takes Drama in hand#Orange uses 1 civil action #
1205,Orange,Breakthrough,2020-05-12 10:21:00,I,4,7475368,Orange takes Breakthrough in hand#Orange uses 1 civil action #
1206,Grey,Alchemy,2020-05-12 10:08:57,I,3,7475368,Grey takes Alchemy in hand#Grey uses 1 civil action #
1207,Grey,Bread & Circuses,2020-05-12 10:07:44,I,3,7475368,Grey takes Bread & Circuses in hand#Grey uses 1 civil action #
1208,Grey,Alchemy,2020-05-12 10:07:22,I,3,7475368,Grey takes Alchemy in hand#Grey uses 1 civil action #
1209,Purple,Alchemy,2020-05-12 09:14:47,I,3,7475368,Purple takes Alchemy in hand#Purple uses 1 civil action Purple uses 1 military action #
1210,Purple,Urban Growth,2020-05-12 09:14:31,I,3,7475368,Purple takes Urban Growth in hand#Purple uses 2 civil action #
1211,Orange,Breakthrough,2020-05-12 02:21:04,I,3,7475368,Orange takes Breakthrough in hand#Orange uses 2 civil action #
1212,Orange,Irrigation,2020-05-12 02:20:59,I,3,7475368,Orange takes Irrigation in hand#Orange uses 1 civil action #
1213,Orange,Breakthrough,2020-05-12 02:15:03,I,3,7475368,Orange takes Breakthrough in hand#Orange uses 2 civil action #
1214,Orange,Irrigation,2020-05-12 02:14:57,I,3,7475368,Orange takes Irrigation in hand#Orange uses 1 civil action #
1215,Orange,Michelangelo,2020-05-12 02:07:51,I,3,7475368,Orange takes Michelangelo in hand#Orange uses 2 civil action #
1216,Orange,Bread & Circuses,2020-05-12 02:06:48,I,3,7475368,Orange takes Bread & Circuses in hand#Orange uses 2 civil action #
1217,Grey,Colossus,2020-05-12 01:34:36,I,2,7475368,Grey takes Colossus in hand#Grey uses 1 civil action #
1218,Grey,Frugality,2020-05-12 01:32:49,I,2,7475368,Grey takes Frugality in hand#Grey uses 1 civil action #
1219,Grey,Frugality,2020-05-12 01:32:35,I,2,7475368,Grey takes Frugality in hand#Grey uses 1 civil action #
1220,Green,Alexander the Great,2020-05-11 21:55:21,I,2,7475368,Green takes Alexander the Great in hand#Green uses 1 civil action #
1221,Green,Alexander the Great,2020-05-11 21:54:47,I,2,7475368,Green takes Alexander the Great in hand#Green uses 1 civil action #
1222,Green,Rich Land,2020-05-11 21:54:28,I,2,7475368,Green takes Rich Land in hand#Green uses 1 civil action #
1223,Purple,Urban Growth,2020-05-11 21:50:02,I,2,7475368,Purple takes Urban Growth in hand#Purple uses 1 civil action #
1224,Orange,Aristotle,2020-05-11 21:42:36,I,2,7475368,Orange takes Aristotle in hand#Orange uses 1 civil action #
1225,Grey,Homer,2020-05-11 21:39:23,A,1,7475368,Grey takes Homer in hand#Grey uses 2 civil action #
1226,Grey,Homer,2020-05-11 21:38:39,A,1,7475368,Grey takes Homer in hand#Grey uses 2 civil action #
